"N","ExpectedLength","Method","M","m"
73,43.3140990216431,"MST",50,15
74,44.4552801119766,"MST",50,15
75,45.5892095964343,"MST",50,15
76,46.716272192695,"MST",50,15
77,47.8368739452225,"MST",50,15
78,48.9514417450686,"MST",50,15
79,50.060418132933,"MST",50,15
80,51.1642530675434,"MST",50,15
81,52.2633941573661,"MST",50,15
82,53.358276593294,"MST",50,15
83,54.4493137348976,"MST",50,15
84,55.5368890261734,"MST",50,15
85,56.6213496668305,"MST",50,15
86,57.7030022503363,"MST",50,15
87,58.7821104030606,"MST",50,15
88,59.8588943197734,"MST",50,15
89,60.9335319881242,"MST",50,15
90,62.006161826104,"MST",50,15
91,63.0768864186886,"MST",50,15
92,64.1457770288681,"MST",50,15
93,65.2128785692173,"MST",50,15
94,66.2782147480536,"MST",50,15
95,67.3417931435747,"MST",50,15
96,68.4036100054544,"MST",50,15
97,69.4636546317237,"MST",50,15
98,70.5219132158828,"MST",50,15
99,71.5783721025794,"MST",50,15
100,72.63302042794,"MST",50,15
101,73.6858521520278,"MST",50,15
102,74.7368675154304,"MST",50,15
103,75.7860739700289,"MST",50,15
104,76.833486646024,"MST",50,15
105,77.8791284239995,"MST",50,15
106,78.9230296831948,"MST",50,15
107,79.9652277959327,"MST",50,15
108,81.0057664343061,"MST",50,15
109,82.0446947493268,"MST",50,15
110,83.0820664757867,"MST",50,15
111,84.1179390082447,"MST",50,15
112,85.1523724856073,"MST",50,15
113,86.1854289140284,"MST",50,15
114,87.2171713504343,"MST",50,15
115,88.2476631623492,"MST",50,15
116,89.276967373731,"MST",50,15
117,90.3051461014945,"MST",50,15
118,91.3322600831847,"MST",50,15
119,92.3583682929159,"MST",50,15
120,93.3835276401768,"MST",50,15
121,94.4077927443136,"MST",50,15
122,95.4312157762677,"MST",50,15
123,96.4538463586815,"MST",50,15
124,97.4757315152672,"MST",50,15
125,98.4969156606147,"MST",50,15
126,99.5174406221563,"MST",50,15
127,100.537345686739,"MST",50,15
128,101.556667665138,"MST",50,15
129,102.575440968775,"MST",50,15
130,103.593697693916,"MST",50,15
131,104.611467709514,"MST",50,15
132,105.628778745808,"MST",50,15
133,106.64565648154,"MST",50,15
134,107.662124628464,"MST",50,15
135,108.678205012315,"MST",50,15
136,109.693917649983,"MST",50,15
137,110.709280823004,"MST",50,15
138,111.724311147732,"MST",50,15
139,112.739023642755,"MST",50,15
140,113.753431794112,"MST",50,15
141,114.767547618943,"MST",50,15
142,115.781381727957,"MST",50,15
143,116.794943386982,"MST",50,15
144,117.808240577477,"MST",50,15
145,118.821280055629,"MST",50,15
146,119.83406740909,"MST",50,15
147,120.846607109998,"MST",50,15
148,121.858902562339,"MST",50,15
149,122.870956141116,"MST",50,15
150,123.882769220209,"MST",50,15
151,124.894342185107,"MST",50,15
152,125.90567442618,"MST",50,15
153,126.916764307567,"MST",50,15
154,127.927609106185,"MST",50,15
155,128.938204914997,"MST",50,15
156,129.948546504367,"MST",50,15
157,130.958627135097,"MST",50,15
158,131.968438316788,"MST",50,15
159,132.977969505193,"MST",50,15
160,133.987207732673,"MST",50,15
161,134.996137166338,"MST",50,15
162,136.004738589074,"MST",50,15
163,137.012988799726,"MST",50,15
164,138.020859929591,"MST",50,15
165,139.028318673741,"MST",50,15
166,140.035325436994,"MST",50,15
167,141.041833395848,"MST",50,15
168,142.047787479273,"MST",50,15
169,143.053123272838,"MST",50,15
170,144.057765852296,"MST",50,15
171,145.061628554334,"MST",50,15
172,146.064611693732,"MST",50,15
173,147.066601237663,"MST",50,15
174,148.067467449099,"MST",50,15
175,149.067063512524,"MST",50,15
176,150.065224156118,"MST",50,15
177,151.061764285345,"MST",50,15
178,152.056477643405,"MST",50,15
179,153.04913551443,"MST",50,15
180,154.039485485273,"MST",50,15
181,155.027250281761,"MST",50,15
182,156.012126694705,"MST",50,15
183,156.993784610555,"MST",50,15
184,157.971866160615,"MST",50,15
185,158.94598500191,"MST",50,15
186,159.9157257414,"MST",50,15
187,160.880643514065,"MST",50,15
188,161.840263723879,"MST",50,15
189,162.794081955078,"MST",50,15
190,163.741564059492,"MST",50,15
191,164.682146424091,"MST",50,15
192,165.615236421021,"MST",50,15
193,166.540213040771,"MST",50,15
194,167.456427707421,"MST",50,15
195,168.363205273096,"MST",50,15
196,169.259845187422,"MST",50,15
197,170.145622835886,"MST",50,15
198,171.019791039955,"MST",50,15
199,171.881581710219,"MST",50,15
200,172.730207642736,"MST",50,15
25,22,"CG",25,5
26,25.0769230769231,"CG",25,5
27,28.1111111111111,"CG",25,5
28,31.1132478632479,"CG",25,5
29,34.0792808723843,"CG",25,5
30,37.0054524020041,"CG",25,5
31,39.8913512639875,"CG",25,5
32,42.7391231235085,"CG",25,5
33,45.5521638477701,"CG",25,5
34,48.3341111793396,"CG",25,5
35,51.088264654711,"CG",25,5
36,53.8173568013954,"CG",25,5
37,56.523548450428,"CG",25,5
38,59.2085353682441,"CG",25,5
39,61.873687978141,"CG",25,5
40,64.5201797230793,"CG",25,5
41,67.14908469515,"CG",25,5
42,69.761440805532,"CG",25,5
43,72.3582829405789,"CG",25,5
44,74.9406536883207,"CG",25,5
45,77.5095994372231,"CG",25,5
46,80.0661584558031,"CG",25,5
47,82.6113458991228,"CG",25,5
48,85.14613906604,"CG",25,5
49,87.6714648757334,"CG",25,5
50,90.1881905070327,"CG",25,5
51,92.6971174316673,"CG",25,5
52,95.1989786211862,"CG",25,5
53,97.6944384569347,"CG",25,5
54,100.184094766592,"CG",25,5
55,102.668482401737,"CG",25,5
56,105.148077821241,"CG",25,5
57,107.623304227166,"CG",25,5
58,110.094536893398,"CG",25,5
59,112.562108419457,"CG",25,5
60,115.026313724597,"CG",25,5
61,117.487414666691,"CG",25,5
62,119.945644225065,"CG",25,5
63,122.401210227218,"CG",25,5
64,124.854298627843,"CG",25,5
65,127.30507636686,"CG",25,5
66,129.753693843522,"CG",25,5
67,132.200287048122,"CG",25,5
68,134.644979393147,"CG",25,5
69,137.087883283516,"CG",25,5
70,139.529101461788,"CG",25,5
71,141.968728159928,"CG",25,5
72,144.406850084865,"CG",25,5
73,146.843547261025,"CG",25,5
74,149.278893749546,"CG",25,5
75,151.712958260916,"CG",25,5
76,154.14580467541,"CG",25,5
77,156.577492483816,"CG",25,5
78,159.008077159463,"CG",25,5
79,161.437610471412,"CG",25,5
80,163.866140747692,"CG",25,5
81,166.293713096677,"CG",25,5
82,168.720369593991,"CG",25,5
83,171.146149441616,"CG",25,5
84,173.571089105233,"CG",25,5
85,175.995222435146,"CG",25,5
86,178.418580775483,"CG",25,5
87,180.841193065655,"CG",25,5
88,183.263085937444,"CG",25,5
89,185.684283810382,"CG",25,5
90,188.104808987531,"CG",25,5
91,190.524681753148,"CG",25,5
92,192.943920473247,"CG",25,5
93,195.36254169957,"CG",25,5
94,197.78056027712,"CG",25,5
95,200.197989455062,"CG",25,5
96,202.614841000527,"CG",25,5
97,205.031125314686,"CG",25,5
98,207.446851550269,"CG",25,5
99,209.862027729674,"CG",25,5
100,212.276660862701,"CG",25,5
101,214.690757063002,"CG",25,5
102,217.104321662321,"CG",25,5
103,219.517359321679,"CG",25,5
104,221.929874138707,"CG",25,5
105,224.341869750447,"CG",25,5
106,226.75334943099,"CG",25,5
107,229.164316183456,"CG",25,5
108,231.574772825878,"CG",25,5
109,233.984722070638,"CG",25,5
110,236.394166597178,"CG",25,5
111,238.803109117729,"CG",25,5
112,241.211552435832,"CG",25,5
113,243.619499497424,"CG",25,5
114,246.026953434191,"CG",25,5
115,248.43391759889,"CG",25,5
116,250.840395592176,"CG",25,5
117,253.246391280419,"CG",25,5
118,255.651908803851,"CG",25,5
119,258.056952574232,"CG",25,5
120,260.461527261104,"CG",25,5
121,262.865637765575,"CG",25,5
122,265.269289180426,"CG",25,5
123,267.672486735269,"CG",25,5
124,270.075235725411,"CG",25,5
125,272.47754142301,"CG",25,5
126,274.879408969183,"CG",25,5
127,277.280843245683,"CG",25,5
128,279.68184872495,"CG",25,5
129,282.082429297389,"CG",25,5
130,284.482588074963,"CG",25,5
131,286.882327170364,"CG",25,5
132,289.281647451318,"CG",25,5
133,291.680548269801,"CG",25,5
134,294.079027166289,"CG",25,5
135,296.477079549464,"CG",25,5
136,298.87469835213,"CG",25,5
137,301.2718736644,"CG",25,5
138,303.668592345581,"CG",25,5
139,306.064837616446,"CG",25,5
140,308.460588633913,"CG",25,5
141,310.855820050427,"CG",25,5
142,313.250501560541,"CG",25,5
143,315.644597437468,"CG",25,5
144,318.038066062519,"CG",25,5
145,320.430859450493,"CG",25,5
146,322.82292277419,"CG",25,5
147,325.214193891318,"CG",25,5
148,327.604602877033,"CG",25,5
149,329.994071565417,"CG",25,5
150,332.382513103102,"CG",25,5
151,334.769831518198,"CG",25,5
152,337.155921307575,"CG",25,5
153,339.540667045397,"CG",25,5
154,341.92394301566,"CG",25,5
155,344.305612871291,"CG",25,5
156,346.685529322163,"CG",25,5
157,349.063533854155,"CG",25,5
158,351.439456481159,"CG",25,5
159,353.813115531676,"CG",25,5
160,356.184317471417,"CG",25,5
161,358.552856763043,"CG",25,5
162,360.918515763934,"CG",25,5
163,363.281064662636,"CG",25,5
164,365.640261454351,"CG",25,5
165,367.995851955639,"CG",25,5
166,370.347569858212,"CG",25,5
167,372.695136821521,"CG",25,5
168,375.038262603609,"CG",25,5
169,377.376645229471,"CG",25,5
170,379.709971196041,"CG",25,5
171,382.037915712673,"CG",25,5
172,384.360142975901,"CG",25,5
173,386.676306477066,"CG",25,5
174,388.986049341288,"CG",25,5
175,391.289004696172,"CG",25,5
176,393.584796068494,"CG",25,5
177,395.873037807084,"CG",25,5
178,398.153335530013,"CG",25,5
179,400.425286594166,"CG",25,5
180,402.688480585239,"CG",25,5
181,404.942499826162,"CG",25,5
182,407.186919901953,"CG",25,5
183,409.421310198995,"CG",25,5
184,411.645234456746,"CG",25,5
185,413.858251329905,"CG",25,5
186,416.059914959092,"CG",25,5
187,418.249775548125,"CG",25,5
188,420.427379946056,"CG",25,5
189,422.592272232118,"CG",25,5
190,424.743994301881,"CG",25,5
191,426.882086452869,"CG",25,5
192,429.006087968076,"CG",25,5
193,431.115537695792,"CG",25,5
194,433.209974624277,"CG",25,5
195,435.288938449898,"CG",25,5
196,437.351970137396,"CG",25,5
197,439.398612471053,"CG",25,5
198,441.42841059561,"CG",25,5
199,443.440912545857,"CG",25,5
200,445.435669763907,"CG",25,5
25,4,"CG",25,15
26,5.15384615384615,"CG",25,15
27,6.30769230769231,"CG",25,15
28,7.46153846153846,"CG",25,15
29,8.4865479348238,"CG",25,15
30,9.45143362384742,"CG",25,15
31,10.369771866991,"CG",25,15
32,11.2664641624597,"CG",25,15
33,12.1257522603463,"CG",25,15
34,12.9416160406149,"CG",25,15
35,13.7206379086246,"CG",25,15
36,14.471319373989,"CG",25,15
37,15.2096305989521,"CG",25,15
38,15.9499520178052,"CG",25,15
39,16.7032425597498,"CG",25,15
40,17.472808908849,"CG",25,15
41,18.2560582817237,"CG",25,15
42,19.0483215445843,"CG",25,15
43,19.8458827354742,"CG",25,15
44,20.646295359875,"CG",25,15
45,21.4482067470716,"CG",25,15
46,22.2508898652387,"CG",25,15
47,23.0541051490522,"CG",25,15
48,23.8579401904512,"CG",25,15
49,24.6626038463591,"CG",25,15
50,25.4679912088753,"CG",25,15
51,26.2695384015913,"CG",25,15
52,27.0524159555512,"CG",25,15
53,27.7884984235237,"CG",25,15
54,28.4382602501788,"CG",25,15
55,28.9566508593442,"CG",25,15
56,29.300470653628,"CG",25,15
57,29.4348986892903,"CG",25,15
58,29.3377794714913,"CG",25,15
59,29.0013032042411,"CG",25,15
60,28.4314319123046,"CG",25,15
61,27.6457636911292,"CG",25,15
62,26.6705747286379,"CG",25,15
63,25.5376578569395,"CG",25,15
64,24.2813911383077,"CG",25,15
65,22.9362868673249,"CG",25,15
66,21.5351231939851,"CG",25,15
67,20.1076569726635,"CG",25,15
68,18.6798540806091,"CG",25,15
69,17.2735434607857,"CG",25,15
70,15.9063936385701,"CG",25,15
71,14.5921167810157,"CG",25,15
72,13.3408188920316,"CG",25,15
73,12.1594309066992,"CG",25,15
74,11.0521714258743,"CG",25,15
75,10.0210060683226,"CG",25,15
76,9.06608024172104,"CG",25,15
77,8.18611142678807,"CG",25,15
78,7.37873402170398,"CG",25,15
79,6.64079474500049,"CG",25,15
80,5.9685999266815,"CG",25,15
81,5.35811809722416,"CG",25,15
82,4.80514243565847,"CG",25,15
83,4.30541812900413,"CG",25,15
84,3.85473973803235,"CG",25,15
85,3.4490234202556,"CG",25,15
86,3.08435844917585,"CG",25,15
87,2.7570419736178,"CG",25,15
88,2.4636004400955,"CG",25,15
89,2.20080059206691,"CG",25,15
90,1.9656524853108,"CG",25,15
91,1.75540653074003,"CG",25,15
92,1.56754619980165,"CG",25,15
93,1.39977770355509,"CG",25,15
94,1.25001768199551,"CG",25,15
95,1.11637971097161,"CG",25,15
96,0.997160245124033,"CG",25,15
97,0.890824461415709,"CG",25,15
98,0.795992343964685,"CG",25,15
99,0.711425252312921,"CG",25,15
100,0.636013137733332,"CG",25,15
101,0.5687625119704,"CG",25,15
102,0.508785226716123,"CG",25,15
103,0.455288087415706,"CG",25,15
104,0.407563299388115,"CG",25,15
105,0.364979725836629,"CG",25,15
106,0.326974924553866,"CG",25,15
107,0.293047921723636,"CG",25,15
108,0.262752676162396,"CG",25,15
109,0.2356921848041,"CG",25,15
110,0.211513179560818,"CG",25,15
111,0.189901366373311,"CG",25,15
112,0.170577158898999,"CG",25,15
113,0.153291861558924,"CG",25,15
114,0.137824259342861,"CG",25,15
115,0.123977574673303,"CG",25,15
116,0.111576754621479,"CG",25,15
117,0.100466054754591,"CG",25,15
118,0.0905068888042916,"CG",25,15
119,0.0815759161346712,"CG",25,15
120,0.0735633416232512,"CG",25,15
121,0.0663714050325285,"CG",25,15
122,0.0599130392338728,"CG",25,15
123,0.0541106787481934,"CG",25,15
124,0.048895201991831,"CG",25,15
125,0.044204992368067,"CG",25,15
126,0.0399851049331851,"CG",25,15
127,0.0361865268012564,"CG",25,15
128,0.03276552074457,"CG",25,15
129,0.0296830426079622,"CG",25,15
130,0.0269042241961918,"CG",25,15
131,0.0243979142246021,"CG",25,15
132,0.0221362707547734,"CG",25,15
133,0.0200943992782394,"CG",25,15
134,0.0182500312715474,"CG",25,15
135,0.0165832386332019,"CG",25,15
136,0.015076179934904,"CG",25,15
137,0.0137128748828897,"CG",25,15
138,0.0124790037963241,"CG",25,15
139,0.0113617292743149,"CG",25,15
140,0.0103495375462563,"CG",25,15
141,0.00943209728650463,"CG",25,15
142,0.0086001339279396,"CG",25,15
143,0.00784531773345164,"CG",25,15
144,0.00716016408311606,"CG",25,15
145,0.00653794461069201,"CG",25,15
146,0.00597260797873129,"CG",25,15
147,0.00545870921931579,"CG",25,15
148,0.00499134668932352,"CG",25,15
149,0.00456610579697812,"CG",25,15
150,0.00417900875188545,"CG",25,15
151,0.00382646967523706,"CG",25,15
152,0.00350525448163541,"CG",25,15
153,0.0032124450101922,"CG",25,15
154,0.00294540694116405,"CG",25,15
155,0.00270176108629693,"CG",25,15
156,0.00247935768703003,"CG",25,15
157,0.002276253395447,"CG",25,15
158,0.00209069064896404,"CG",25,15
159,0.00192107918174713,"CG",25,15
160,0.00176597944422698,"CG",25,15
161,0.0016240877272487,"CG",25,15
162,0.00149422280972364,"CG",25,15
163,0.00137531396846874,"CG",25,15
164,0.00126639020651316,"CG",25,15
165,0.00116657057177732,"CG",25,15
166,0.00107505545191095,"CG",25,15
167,0.000991118743413214,"CG",25,15
168,0.000914100804125585,"CG",25,15
169,0.00084340210794199,"CG",25,15
170,0.000778477529258471,"CG",25,15
171,0.000718831192408095,"CG",25,15
172,0.000664011828203248,"CG",25,15
173,0.000613608585832269,"CG",25,15
174,0.000567247253814827,"CG",25,15
175,0.000524586848585136,"CG",25,15
176,0.000485316533610078,"CG",25,15
177,0.000449152835819293,"CG",25,15
178,0.000415837129577906,"CG",25,15
179,0.000385133361516125,"CG",25,15
180,0.000356825992283946,"CG",25,15
181,0.000330718133760106,"CG",25,15
182,0.000306629862444085,"CG",25,15
183,0.000284396691727129,"CG",25,15
184,0.00026386818749807,"CG",25,15
185,0.000244906713114717,"CG",25,15
186,0.000227386291181837,"CG",25,15
187,0.000211191570839832,"CG",25,15
188,0.000196216890400143,"CG",25,15
189,0.000182365426178061,"CG",25,15
190,0.00016954841928361,"CG",25,15
191,0.000157684472947613,"CG",25,15
192,0.000146698913692787,"CG",25,15
193,0.000136523210317733,"CG",25,15
194,0.000127094445252712,"CG",25,15
195,0.000118354833377226,"CG",25,15
196,0.000110251283866966,"CG",25,15
197,0.0001027350010671,"CG",25,15
198,9.57611207752955e-05,"CG",25,15
199,8.92883786656428e-05,"CG",25,15
200,8.32788078978404e-05,"CG",25,15
50,52,"CG",50,5
51,54.9411764705882,"CG",50,5
52,57.9389140271493,"CG",50,5
53,60.9737898061982,"CG",50,5
54,64.031029150896,"CG",50,5
55,67.0994552370801,"CG",50,5
56,70.1707232833759,"CG",50,5
57,73.2387307540938,"CG",50,5
58,76.2991463540299,"CG",50,5
59,79.3490266837246,"CG",50,5
60,82.3865023073013,"CG",50,5
61,85.4105212284397,"CG",50,5
62,88.4206408151746,"CG",50,5
63,91.4168608045788,"CG",50,5
64,94.3994909940646,"CG",50,5
65,97.3690479645953,"CG",50,5
66,100.326175834632,"CG",50,5
67,103.271586661572,"CG",50,5
68,106.206016697072,"CG",50,5
69,109.130195257306,"CG",50,5
70,112.04482348038,"CG",50,5
71,114.950560704379,"CG",50,5
72,117.848016607967,"CG",50,5
73,120.737747610884,"CG",50,5
74,123.620256336234,"CG",50,5
75,126.495993193509,"CG",50,5
76,129.365359355397,"CG",50,5
77,132.228710577128,"CG",50,5
78,135.086361449436,"CG",50,5
79,137.938589789748,"CG",50,5
80,140.785640965419,"CG",50,5
81,143.627732011716,"CG",50,5
82,146.465055459475,"CG",50,5
83,149.297782826051,"CG",50,5
84,152.126067751081,"CG",50,5
85,154.950048778109,"CG",50,5
86,157.769851796057,"CG",50,5
87,160.585592162652,"CG",50,5
88,163.397376536347,"CG",50,5
89,166.20530444521,"CG",50,5
90,169.009469621299,"CG",50,5
91,171.809961127977,"CG",50,5
92,174.606864305877,"CG",50,5
93,177.400261560884,"CG",50,5
94,180.190233015384,"CG",50,5
95,182.976857041459,"CG",50,5
96,185.760210692633,"CG",50,5
97,188.540370048684,"CG",50,5
98,191.317410486086,"CG",50,5
99,194.091406885126,"CG",50,5
100,196.862433783163,"CG",50,5
101,199.63056548231,"CG",50,5
102,202.395876118677,"CG",50,5
103,205.158439699338,"CG",50,5
104,207.918330112502,"CG",50,5
105,210.675621115453,"CG",50,5
106,213.430386304379,"CG",50,5
107,216.18269906958,"CG",50,5
108,218.932632539165,"CG",50,5
109,221.680259513702,"CG",50,5
110,224.425652394239,"CG",50,5
111,227.168883105492,"CG",50,5
112,229.91002301576,"CG",50,5
113,232.649142854943,"CG",50,5
114,235.386312631574,"CG",50,5
115,238.121601549725,"CG",50,5
116,240.855077926262,"CG",50,5
117,243.586809108807,"CG",50,5
118,246.316861394517,"CG",50,5
119,249.045299949586,"CG",50,5
120,251.772188729287,"CG",50,5
121,254.49759039822,"CG",50,5
122,257.221566250121,"CG",50,5
123,259.944176126788,"CG",50,5
124,262.665478335345,"CG",50,5
125,265.385529563071,"CG",50,5
126,268.104384789026,"CG",50,5
127,270.8220971916,"CG",50,5
128,273.538718051173,"CG",50,5
129,276.254296647021,"CG",50,5
130,278.968880147738,"CG",50,5
131,281.682513494374,"CG",50,5
132,284.395239275661,"CG",50,5
133,287.1070975947,"CG",50,5
134,289.818125926716,"CG",50,5
135,292.528358967395,"CG",50,5
136,295.237828471628,"CG",50,5
137,297.946563082506,"CG",50,5
138,300.654588150595,"CG",50,5
139,303.361925543644,"CG",50,5
140,306.068593446909,"CG",50,5
141,308.774606154678,"CG",50,5
142,311.479973853389,"CG",50,5
143,314.184702397115,"CG",50,5
144,316.888793076119,"CG",50,5
145,319.592242379497,"CG",50,5
146,322.295041752818,"CG",50,5
147,324.997177351888,"CG",50,5
148,327.698629793834,"CG",50,5
149,330.399373906704,"CG",50,5
150,333.099378478998,"CG",50,5
151,335.798606010263,"CG",50,5
152,338.497012464274,"CG",50,5
153,341.194547026219,"CG",50,5
154,343.891151865106,"CG",50,5
155,346.58676190288,"CG",50,5
156,349.281304591593,"CG",50,5
157,351.974699699871,"CG",50,5
158,354.666859110104,"CG",50,5
159,357.357686627379,"CG",50,5
160,360.047077801442,"CG",50,5
161,362.734919762819,"CG",50,5
162,365.421091073911,"CG",50,5
163,368.105461596236,"CG",50,5
164,370.787892374461,"CG",50,5
165,373.468235538082,"CG",50,5
166,376.146334221365,"CG",50,5
167,378.822022502114,"CG",50,5
168,381.495125359726,"CG",50,5
169,384.165458652894,"CG",50,5
170,386.832829117211,"CG",50,5
171,389.497034382859,"CG",50,5
172,392.157863012413,"CG",50,5
173,394.815094558834,"CG",50,5
174,397.468499643405,"CG",50,5
175,400.117840053512,"CG",50,5
176,402.762868859957,"CG",50,5
177,405.403330553472,"CG",50,5
178,408.038961199931,"CG",50,5
179,410.669488613869,"CG",50,5
180,413.294632549585,"CG",50,5
181,415.914104909457,"CG",50,5
182,418.527609968509,"CG",50,5
183,421.134844614743,"CG",50,5
184,423.735498604224,"CG",50,5
185,426.329254830465,"CG",50,5
186,428.915789606932,"CG",50,5
187,431.494772961953,"CG",50,5
188,434.065868945215,"CG",50,5
189,436.628735944831,"CG",50,5
190,439.183027014068,"CG",50,5
191,441.728390206943,"CG",50,5
192,444.264468921624,"CG",50,5
193,446.790902250718,"CG",50,5
194,449.307325337683,"CG",50,5
195,451.813369738152,"CG",50,5
196,454.308663785696,"CG",50,5
197,456.792832960604,"CG",50,5
198,459.265500261312,"CG",50,5
199,461.726286577308,"CG",50,5
200,464.174811062785,"CG",50,5
50,10,"CG",50,15
51,11.7647058823529,"CG",50,15
52,13.4389140271493,"CG",50,15
53,15.0516520105865,"CG",50,15
54,16.612595691397,"CG",50,15
55,18.1220969189893,"CG",50,15
56,19.5812112415886,"CG",50,15
57,20.9946886262092,"CG",50,15
58,22.3698997113211,"CG",50,15
59,23.7146644579882,"CG",50,15
60,25.0356177260811,"CG",50,15
61,26.3375261191974,"CG",50,15
62,27.6233242048032,"CG",50,15
63,28.8945003027564,"CG",50,15
64,30.1515605539318,"CG",50,15
65,31.3944353195529,"CG",50,15
66,32.6227861059076,"CG",50,15
67,33.8362173518094,"CG",50,15
68,35.0344121955681,"CG",50,15
69,36.2172115392628,"CG",50,15
70,37.3846516905381,"CG",50,15
71,38.5369720824747,"CG",50,15
72,39.674602093519,"CG",50,15
73,40.7981344369637,"CG",50,15
74,41.9082913583473,"CG",50,15
75,43.0058886126003,"CG",50,15
76,44.0918008344848,"CG",50,15
77,45.1669305863964,"CG",50,15
78,46.2321822229819,"CG",50,15
79,47.2884408548332,"CG",50,15
80,48.3365561461434,"CG",50,15
81,49.377330401347,"CG",50,15
82,50.4115103082373,"CG",50,15
83,51.4397817312817,"CG",50,15
84,52.4627670251866,"CG",50,15
85,53.4810244234125,"CG",50,15
86,54.4950491277402,"CG",50,15
87,55.5052757766511,"CG",50,15
88,56.5120820042959,"CG",50,15
89,57.5157928242198,"CG",50,15
90,58.5166855890341,"CG",50,15
91,59.5149952939584,"CG",50,15
92,60.5109200117768,"CG",50,15
93,61.504626270531,"CG",50,15
94,62.4962542133351,"CG",50,15
95,63.4859224108158,"CG",50,15
96,64.4737322295562,"CG",50,15
97,65.4597716926511,"CG",50,15
98,66.4441187994168,"CG",50,15
99,67.4268442990998,"CG",50,15
100,68.4080139368039,"CG",50,15
101,69.3876902083647,"CG",50,15
102,70.3659336740707,"CG",50,15
103,71.3428038892693,"CG",50,15
104,72.3183600134103,"CG",50,15
105,73.2926611585754,"CG",50,15
106,74.2657665350604,"CG",50,15
107,75.2377354457938,"CG",50,15
108,76.2086271743199,"CG",50,15
109,77.1785008033179,"CG",50,15
110,78.1474149930962,"CG",50,15
111,79.1154277423048,"CG",50,15
112,80.0825961468479,"CG",50,15
113,81.0489761677742,"CG",50,15
114,82.0146224146804,"CG",50,15
115,82.9795879480915,"CG",50,15
116,83.9439241020358,"CG",50,15
117,84.9076803266546,"CG",50,15
118,85.8709040498773,"CG",50,15
119,86.8336405568707,"CG",50,15
120,87.7959328859728,"CG",50,15
121,88.7578217400125,"CG",50,15
122,89.7193454121008,"CG",50,15
123,90.6805397253694,"CG",50,15
124,91.6414379862823,"CG",50,15
125,92.6020709513534,"CG",50,15
126,93.5624668072038,"CG",50,15
127,94.5226511639152,"CG",50,15
128,95.4826470616017,"CG",50,15
129,96.4424749900319,"CG",50,15
130,97.402152921036,"CG",50,15
131,98.3616963532812,"CG",50,15
132,99.3211183688754,"CG",50,15
133,100.280429701121,"CG",50,15
134,101.239638812675,"CG",50,15
135,102.198751983212,"CG",50,15
136,103.157773405685,"CG",50,15
137,104.116705290187,"CG",50,15
138,105.075547974434,"CG",50,15
139,106.034300039844,"CG",50,15
140,106.992958432155,"CG",50,15
141,107.95151858562,"CG",50,15
142,108.909974549696,"CG",50,15
143,109.868319117215,"CG",50,15
144,110.826543952909,"CG",50,15
145,111.784639721206,"CG",50,15
146,112.742596212008,"CG",50,15
147,113.70040246312,"CG",50,15
148,114.658046877802,"CG",50,15
149,115.615517335711,"CG",50,15
150,116.572801295287,"CG",50,15
151,117.529885885272,"CG",50,15
152,118.486757982849,"CG",50,15
153,119.443404275492,"CG",50,15
154,120.39981130323,"CG",50,15
155,121.355965477754,"CG",50,15
156,122.311853074431,"CG",50,15
157,123.267460192943,"CG",50,15
158,124.222772682151,"CG",50,15
159,125.177776024418,"CG",50,15
160,126.132455174707,"CG",50,15
161,127.086794349714,"CG",50,15
162,128.04077676237,"CG",50,15
163,128.994384297441,"CG",50,15
164,129.947597124204,"CG",50,15
165,130.900393242826,"CG",50,15
166,131.852747961655,"CG",50,15
167,132.804633303505,"CG",50,15
168,133.756017339878,"CG",50,15
169,134.706863453135,"CG",50,15
170,135.657129527712,"CG",50,15
171,136.6067670727,"CG",50,15
172,137.55572027927,"CG",50,15
173,138.503925017772,"CG",50,15
174,139.451307780435,"CG",50,15
175,140.397784576928,"CG",50,15
176,141.343259791104,"CG",50,15
177,142.287625008344,"CG",50,15
178,143.230757823817,"CG",50,15
179,144.172520642877,"CG",50,15
180,145.112759485371,"CG",50,15
181,146.051302806312,"CG",50,15
182,146.987960345515,"CG",50,15
183,147.922522019154,"CG",50,15
184,148.85475686602,"CG",50,15
185,149.784412061252,"CG",50,15
186,150.711212009752,"CG",50,15
187,151.634857531086,"CG",50,15
188,152.555025146987,"CG",50,15
189,153.471366481654,"CG",50,15
190,154.383507784144,"CG",50,15
191,155.291049581085,"CG",50,15
192,156.193566466697,"CG",50,15
193,157.090607035895,"CG",50,15
194,157.981693964995,"CG",50,15
195,158.866324243029,"CG",50,15
196,159.743969555583,"CG",50,15
197,160.614076821338,"CG",50,15
198,161.476068880538,"CG",50,15
199,162.329345332984,"CG",50,15
200,163.173283522037,"CG",50,15
25,31,"BK",25,5
26,34.0769230769231,"BK",25,5
27,37.1111111111111,"BK",25,5
28,40.1559829059829,"BK",25,5
29,43.2443265546714,"BK",25,5
30,46.3865310934276,"BK",25,5
31,49.5773746708118,"BK",25,5
32,52.8038198900963,"BK",25,5
33,56.0508304573933,"BK",25,5
34,59.3047010923818,"BK",25,5
35,62.5544827753982,"BK",25,5
36,65.7922699220015,"BK",25,5
37,69.0129334094033,"BK",25,5
38,72.213647473155,"BK",25,5
39,75.393385236546,"BK",25,5
40,78.5524568383705,"BK",25,5
