"M","ExpectedLength","Method","N","m"
39,80.0809663684791,"BK",200,3
40,81.6132635485774,"BK",200,3
41,83.1233717724605,"BK",200,3
42,84.6116457536765,"BK",200,3
43,86.0784208747635,"BK",200,3
44,87.5240148823494,"BK",200,3
45,88.9487294842178,"BK",200,3
46,90.3528518421863,"BK",200,3
47,91.7366559575326,"BK",200,3
48,93.1004039481757,"BK",200,3
49,94.4443472187225,"BK",200,3
50,95.76872752605,"BK",200,3
51,97.0737779442772,"BK",200,3
52,98.359723733833,"BK",200,3
53,99.6267831200168,"BK",200,3
54,100.875167986775,"BK",200,3
55,102.10508449172,"BK",200,3
56,103.31673360847,"BK",200,3
57,104.510311602375,"BK",200,3
58,105.686010445527,"BK",200,3
59,106.844018176886,"BK",200,3
60,107.984519212941,"BK",200,3
61,109.107694614149,"BK",200,3
62,110.213722312085,"BK",200,3
63,111.302777301885,"BK",200,3
64,112.375031804186,"BK",200,3
65,113.430655400534,"BK",200,3
66,114.469815145842,"BK",200,3
67,115.492675661088,"BK",200,3
68,116.499399209329,"BK",200,3
69,117.49014575758,"BK",200,3
70,118.465073026968,"BK",200,3
71,119.424336533295,"BK",200,3
72,120.368089619835,"BK",200,3
73,121.296483484026,"BK",200,3
74,122.209667199433,"BK",200,3
75,123.107787734302,"BK",200,3
76,123.990989967627,"BK",200,3
77,124.859416703728,"BK",200,3
78,125.713208686048,"BK",200,3
79,126.552504610758,"BK",200,3
80,127.377441140715,"BK",200,3
81,128.188152920152,"BK",200,3
82,128.984772590405,"BK",200,3
83,129.767430806923,"BK",200,3
84,130.536256257713,"BK",200,3
85,131.291375683303,"BK",200,3
86,132.032913898359,"BK",200,3
87,132.760993814867,"BK",200,3
88,133.47573646692,"BK",200,3
89,134.177261037054,"BK",200,3
90,134.865684884069,"BK",200,3
91,135.541123572182,"BK",200,3
92,136.203690901475,"BK",200,3
93,136.853498939586,"BK",200,3
94,137.490658054273,"BK",200,3
95,138.115276947048,"BK",200,3
96,138.727462687525,"BK",200,3
97,139.327320748403,"BK",200,3
98,139.914955041078,"BK",200,3
99,140.490467951546,"BK",200,3
100,141.053960376683,"BK",200,3
101,141.605531760688,"BK",200,3
102,142.14528013154,"BK",200,3
103,142.673302137514,"BK",200,3
104,143.189693083481,"BK",200,3
105,143.694546967023,"BK",200,3
106,144.187956514279,"BK",200,3
107,144.670013215327,"BK",200,3
108,145.140807359195,"BK",200,3
109,145.600428068317,"BK",200,3
110,146.048963332392,"BK",200,3
111,146.486500041698,"BK",200,3
112,146.913124019644,"BK",200,3
113,147.32892005463,"BK",200,3
114,147.733971931211,"BK",200,3
115,148.128362460426,"BK",200,3
116,148.512173509324,"BK",200,3
117,148.885486029704,"BK",200,3
118,149.248380085973,"BK",200,3
119,149.600934882159,"BK",200,3
120,149.943228788066,"BK",200,3
121,150.275339364563,"BK",200,3
122,150.597343387997,"BK",200,3
123,150.90931687374,"BK",200,3
124,151.211335098862,"BK",200,3
125,151.503472623963,"BK",200,3
126,151.785803314164,"BK",200,3
127,152.058400359246,"BK",200,3
128,152.321336292972,"BK",200,3
129,152.574683011658,"BK",200,3
130,152.818511791884,"BK",200,3
131,153.052893307519,"BK",200,3
132,153.277897645964,"BK",200,3
133,153.493594323721,"BK",200,3
134,153.700052301236,"BK",200,3
135,153.89733999712,"BK",200,3
136,154.085525301739,"BK",200,3
137,154.264675590164,"BK",200,3
138,154.43485773461,"BK",200,3
139,154.596138116306,"BK",200,3
140,154.748582636846,"BK",200,3
141,154.892256729105,"BK",200,3
142,155.027225367672,"BK",200,3
143,155.153553078898,"BK",200,3
144,155.271303950562,"BK",200,3
145,155.380541641202,"BK",200,3
146,155.481329389111,"BK",200,3
147,155.573730021073,"BK",200,3
148,155.657805960857,"BK",200,3
149,155.733619237475,"BK",200,3
150,155.801231493266,"BK",200,3
151,155.860703991835,"BK",200,3
152,155.912097625841,"BK",200,3
153,155.955472924712,"BK",200,3
154,155.990890062282,"BK",200,3
155,156.018408864373,"BK",200,3
156,156.03808881637,"BK",200,3
157,156.049989070795,"BK",200,3
158,156.054168454926,"BK",200,3
159,156.050685478426,"BK",200,3
160,156.039598341077,"BK",200,3
161,156.020964940577,"BK",200,3
162,155.994842880454,"BK",200,3
163,155.961289478075,"BK",200,3
164,155.92036177281,"BK",200,3
165,155.87211653431,"BK",200,3
166,155.81661027096,"BK",200,3
167,155.753899238454,"BK",200,3
168,155.684039448578,"BK",200,3
169,155.607086678095,"BK",200,3
170,155.523096477861,"BK",200,3
171,155.43212418207,"BK",200,3
172,155.334224917643,"BK",200,3
173,155.229453613823,"BK",200,3
174,155.117865011882,"BK",200,3
175,154.999513674979,"BK",200,3
176,154.874453998148,"BK",200,3
177,154.742740218404,"BK",200,3
178,154.604426424942,"BK",200,3
179,154.459566569428,"BK",200,3
180,154.308214476342,"BK",200,3
181,154.150423853375,"BK",200,3
182,153.986248301831,"BK",200,3
183,153.815741327031,"BK",200,3
184,153.638956348673,"BK",200,3
185,153.455946711137,"BK",200,3
186,153.26676569368,"BK",200,3
187,153.071466520519,"BK",200,3
188,152.87010237073,"BK",200,3
189,152.662726387964,"BK",200,3
190,152.449391689912,"BK",200,3
191,152.230151377503,"BK",200,3
192,152.00505854377,"BK",200,3
193,151.77416628237,"BK",200,3
194,151.53752769569,"BK",200,3
195,151.295195902507,"BK",200,3
196,151.04722404516,"BK",200,3
197,150.793665296178,"BK",200,3
198,150.534572864322,"BK",200,3
199,150.27,"BK",200,3
200,150,"BK",200,3
4,8.17172948266947,"Blaker",200,3
5,11.3669221553933,"Blaker",200,3
6,14.3781927082068,"Blaker",200,3
7,17.2496310981341,"Blaker",200,3
8,20.0067462778837,"Blaker",200,3
9,22.6667670633651,"Blaker",200,3
10,25.2419707104548,"Blaker",200,3
11,27.7413051064432,"Blaker",200,3
12,30.1714263952718,"Blaker",200,3
13,32.5374210411172,"Blaker",200,3
14,34.843311501324,"Blaker",200,3
15,37.0924047267314,"Blaker",200,3
16,39.2875271664835,"Blaker",200,3
17,41.4311794429656,"Blaker",200,3
18,43.5256354507766,"Blaker",200,3
19,45.5730039409088,"Blaker",200,3
20,47.5752654781396,"Blaker",200,3
21,49.5342937616326,"Blaker",200,3
22,51.4518674264431,"Blaker",200,3
23,53.3296763725408,"Blaker",200,3
24,55.1693252080757,"Blaker",200,3
25,56.9723353897835,"Blaker",200,3
26,58.7401469723757,"Blaker",200,3
27,60.4741204449675,"Blaker",200,3
28,62.1755388637634,"Blaker",200,3
29,63.8456103329159,"Blaker",200,3
30,65.485470801166,"Blaker",200,3
31,67.096187103472,"Blaker",200,3
32,68.6787601657889,"Blaker",200,3
33,70.2341282952376,"Blaker",200,3
34,71.7631704892039,"Blaker",200,3
35,73.2667097106738,"Blaker",200,3
36,74.7455160907603,"Blaker",200,3
37,76.2003100312775,"Blaker",200,3
38,77.6317651901572,"Blaker",200,3
39,79.0405113400774,"Blaker",200,3
40,80.4271370964329,"Blaker",200,3
41,81.7921925146501,"Blaker",200,3
42,83.1361915595694,"Blaker",200,3
43,84.4596144511229,"Blaker",200,3
44,85.7629098914316,"Blaker",200,3
45,87.0464971787115,"Blaker",200,3
46,88.3107682133718,"Blaker",200,3
47,89.5560894013851,"Blaker",200,3
48,90.7828034596932,"Blaker",200,3
49,91.9912311279565,"Blaker",200,3
50,93.1816727905607,"Blaker",200,3
51,94.3544100124118,"Blaker",200,3
52,95.5097069916827,"Blaker",200,3
53,96.6478119324538,"Blaker",200,3
54,97.7689583398808,"Blaker",200,3
55,98.873366240413,"Blaker",200,3
56,99.961243329428,"Blaker",200,3
57,101.032786048561,"Blaker",200,3
58,102.088180594932,"Blaker",200,3
59,103.127603864547,"Blaker",200,3
60,104.151224332008,"Blaker",200,3
61,105.159202868758,"Blaker",200,3
62,106.151693502148,"Blaker",200,3
63,107.128844117563,"Blaker",200,3
64,108.090797105916,"Blaker",200,3
65,109.037689958856,"Blaker",200,3
66,109.969655814087,"Blaker",200,3
67,110.886823953113,"Blaker",200,3
68,111.789320253927,"Blaker",200,3
69,112.677267600964,"Blaker",200,3
70,113.55078625477,"Blaker",200,3
71,114.409994183807,"Blaker",200,3
72,115.255007360727,"Blaker",200,3
73,116.085940025512,"Blaker",200,3
74,116.90290491771,"Blaker",200,3
75,117.706013480142,"Blaker",200,3
76,118.495376036119,"Blaker",200,3
77,119.271101942422,"Blaker",200,3
78,120.033299720045,"Blaker",200,3
79,120.782077164659,"Blaker",200,3
80,121.517541438709,"Blaker",200,3
81,122.239799146947,"Blaker",200,3
82,122.948956397072,"Blaker",200,3
83,123.645118847122,"Blaker",200,3
84,124.328391741122,"Blaker",200,3
85,124.998879934369,"Blaker",200,3
86,125.656687909765,"Blaker",200,3
87,126.301919786321,"Blaker",200,3
88,126.934679321032,"Blaker",200,3
89,127.555069905139,"Blaker",200,3
90,128.163194555758,"Blaker",200,3
91,128.759155903662,"Blaker",200,3
92,129.343056178083,"Blaker",200,3
93,129.914997189284,"Blaker",200,3
94,130.475080309296,"Blaker",200,3
95,131.023406451683,"Blaker",200,3
96,131.560076050618,"Blaker",200,3
97,132.08518903973,"Blaker",200,3
98,132.598844831213,"Blaker",200,3
99,133.101142295318,"Blaker",200,3
100,133.592179740664,"Blaker",200,3
101,134.072054895524,"Blaker",200,3
102,134.540864890197,"Blaker",200,3
103,134.998706240772,"Blaker",200,3
104,135.445674834207,"Blaker",200,3
105,135.881865914906,"Blaker",200,3
106,136.307374072877,"Blaker",200,3
107,136.722293233338,"Blaker",200,3
108,137.126716647959,"Blaker",200,3
109,137.520736887616,"Blaker",200,3
110,137.904445836615,"Blaker",200,3
111,138.277934688466,"Blaker",200,3
112,138.641293942984,"Blaker",200,3
113,138.994613404746,"Blaker",200,3
114,139.337982182881,"Blaker",200,3
115,139.671488692003,"Blaker",200,3
116,139.99522065426,"Blaker",200,3
117,140.30926510245,"Blaker",200,3
118,140.613708384062,"Blaker",200,3
119,140.908636166166,"Blaker",200,3
120,141.194133441101,"Blaker",200,3
121,141.470284532853,"Blaker",200,3
122,141.737173104034,"Blaker",200,3
123,141.994882163391,"Blaker",200,3
124,142.243494073762,"Blaker",200,3
125,142.483090560424,"Blaker",200,3
126,142.713752719743,"Blaker",200,3
127,142.935561028062,"Blaker",200,3
128,143.148595350757,"Blaker",200,3
129,143.352934951464,"Blaker",200,3
130,143.548658501295,"Blaker",200,3
131,143.735844088148,"Blaker",200,3
132,143.914569225934,"Blaker",200,3
133,144.084910863778,"Blaker",200,3
134,144.246945395072,"Blaker",200,3
135,144.400748666422,"Blaker",200,3
136,144.546395986427,"Blaker",200,3
137,144.683962134219,"Blaker",200,3
138,144.813521367852,"Blaker",200,3
139,144.935147432416,"Blaker",200,3
140,145.048913567896,"Blaker",200,3
141,145.154892516803,"Blaker",200,3
142,145.253156531496,"Blaker",200,3
143,145.343777381242,"Blaker",200,3
144,145.426826358993,"Blaker",200,3
145,145.502374287882,"Blaker",200,3
146,145.570491527407,"Blaker",200,3
147,145.631247979359,"Blaker",200,3
148,145.684713093452,"Blaker",200,3
149,145.730955872688,"Blaker",200,3
150,145.770044878424,"Blaker",200,3
151,145.802048235223,"Blaker",200,3
152,145.827033635392,"Blaker",200,3
153,145.845068343326,"Blaker",200,3
154,145.856219199585,"Blaker",200,3
155,145.860552624753,"Blaker",200,3
156,145.858134623085,"Blaker",200,3
157,145.849030785952,"Blaker",200,3
158,145.833306295107,"Blaker",200,3
159,145.811025925743,"Blaker",200,3
160,145.78225404942,"Blaker",200,3
161,145.747054636818,"Blaker",200,3
162,145.705491260361,"Blaker",200,3
163,145.657627096703,"Blaker",200,3
164,145.603524929118,"Blaker",200,3
165,145.543247149762,"Blaker",200,3
166,145.47685576188,"Blaker",200,3
167,145.404412381895,"Blaker",200,3
168,145.325978241477,"Blaker",200,3
169,145.241614189514,"Blaker",200,3
170,145.151380694084,"Blaker",200,3
171,145.055337844378,"Blaker",200,3
172,144.953545352592,"Blaker",200,3
173,144.846062555851,"Blaker",200,3
174,144.732948418107,"Blaker",200,3
175,144.614261532068,"Blaker",200,3
176,144.490060121161,"Blaker",200,3
177,144.360402041522,"Blaker",200,3
178,144.225344784056,"Blaker",200,3
179,144.084945476547,"Blaker",200,3
180,143.939260885854,"Blaker",200,3
181,143.788347420191,"Blaker",200,3
182,143.632261131511,"Blaker",200,3
183,143.471057718002,"Blaker",200,3
184,143.30479252671,"Blaker",200,3
185,143.133520556308,"Blaker",200,3
186,142.957296460012,"Blaker",200,3
187,142.776174548672,"Blaker",200,3
188,142.590208794052,"Blaker",200,3
189,142.399452832303,"Blaker",200,3
190,142.203959967664,"Blaker",200,3
191,142.003783176397,"Blaker",200,3
192,141.798975110975,"Blaker",200,3
193,141.589588104557,"Blaker",200,3
194,141.375674175751,"Blaker",200,3
195,141.157285033703,"Blaker",200,3
196,140.934472083537,"Blaker",200,3
197,140.707286432161,"Blaker",200,3
198,140.475778894472,"Blaker",200,3
199,140.24,"Blaker",200,3
200,140,"Blaker",200,3
3,8.01000761382671,"CMC",200,3
4,13.0655617574103,"CMC",200,3
5,17.0727820484249,"CMC",200,3
6,20.5339636617629,"CMC",200,3
7,23.7178894880419,"CMC",200,3
8,26.7396276412139,"CMC",200,3
9,29.6376720093826,"CMC",200,3
10,32.4208587372773,"CMC",200,3
11,35.0897460102216,"CMC",200,3
12,37.6444397643148,"CMC",200,3
13,40.0866934806081,"CMC",200,3
14,42.4199920236193,"CMC",200,3
15,44.6490937275332,"CMC",200,3
16,46.7795346816888,"CMC",200,3
17,48.8172323482554,"CMC",200,3
18,50.7682032628929,"CMC",200,3
19,52.6383757447976,"CMC",200,3
20,54.4334735788399,"CMC",200,3
21,56.1589497503816,"CMC",200,3
22,57.8199539272185,"CMC",200,3
23,59.4213216423961,"CMC",200,3
24,60.9675766280554,"CMC",200,3
25,62.4629404739275,"CMC",200,3
26,63.9113458246984,"CMC",200,3
27,65.3164508010083,"CMC",200,3
28,66.6816533436109,"CMC",200,3
29,68.0101048458578,"CMC",200,3
30,69.3047228497035,"CMC",200,3
31,70.5682028120073,"CMC",200,3
32,71.8030290613492,"CMC",200,3
33,73.0114851055768,"CMC",200,3
34,74.1956634482307,"CMC",200,3
35,75.3574750488052,"CMC",200,3
36,76.4986585307394,"CMC",200,3
37,77.6207892094451,"CMC",200,3
38,78.7252879848215,"CMC",200,3
39,79.8134301198357,"CMC",200,3
40,80.8863539094679,"CMC",200,3
41,81.9450692317675,"CMC",200,3
42,82.9904659645676,"CMC",200,3
43,84.0233222463389,"CMC",200,3
44,85.0443125572579,"CMC",200,3
45,86.0540155959186,"CMC",200,3
46,87.052921927861,"CMC",200,3
47,88.0414413836483,"CMC",200,3
48,89.019910186474,"CMC",200,3
49,89.9885977917978,"CMC",200,3
50,90.9477134242835,"CMC",200,3
51,91.8974123001436,"CMC",200,3
52,92.8378015258026,"CMC",200,3
53,93.7689456666194,"CMC",200,3
54,94.6908719820039,"CMC",200,3
55,95.6035753258475,"CMC",200,3
56,96.5070227135453,"CMC",200,3
57,97.4011575590692,"CMC",200,3
58,98.2859035875442,"CMC",200,3
59,99.1611684306829,"CMC",200,3
60,100.026846913887,"CMC",200,3
61,100.88282404533,"CMC",200,3
62,101.728977718528,"CMC",200,3
63,102.56518114084,"CMC",200,3
64,103.391305001176,"CMC",200,3
65,104.207219390786,"CMC",200,3
66,105.012795491468,"CMC",200,3
67,105.807907045694,"CMC",200,3
68,106.592431623439,"CMC",200,3
69,107.366251700269,"CMC",200,3
70,108.129255561232,"CMC",200,3
71,108.881338044777,"CMC",200,3
72,109.62240114054,"CMC",200,3
73,110.352354454438,"CMC",200,3
74,111.071115553907,"CMC",200,3
75,111.778610205711,"CMC",200,3
76,112.474772517882,"CMC",200,3
77,113.159544996954,"CMC",200,3
78,113.832878530821,"CMC",200,3
79,114.494732306906,"CMC",200,3
80,115.145073674652,"CMC",200,3
81,115.783877960676,"CMC",200,3
82,116.411128244189,"CMC",200,3
83,117.026815099704,"CMC",200,3
84,117.630936313372,"CMC",200,3
85,118.223496578655,"CMC",200,3
86,118.804507176558,"CMC",200,3
87,119.373985644948,"CMC",200,3
88,119.931955441072,"CMC",200,3
89,120.478445600858,"CMC",200,3
90,121.013490398143,"CMC",200,3
91,121.537129006475,"CMC",200,3
92,122.049405165873,"CMC",200,3
93,122.55036685655,"CMC",200,3
94,123.040065981027,"CMC",200,3
95,123.518558056243,"CMC",200,3
96,123.985901916558,"CMC",200,3
97,124.4421594285,"CMC",200,3
98,124.887395217997,"CMC",200,3
99,125.321676410337,"CMC",200,3
100,125.745072383291,"CMC",200,3
101,126.157654533457,"CMC",200,3
102,126.559496055754,"CMC",200,3
103,126.950671736114,"CMC",200,3
104,127.33125775701,"CMC",200,3
105,127.701331515625,"CMC",200,3
106,128.060971454361,"CMC",200,3
107,128.410256903153,"CMC",200,3
108,128.749267933335,"CMC",200,3
109,129.078085222468,"CMC",200,3
110,129.396789929674,"CMC",200,3
111,129.705463581054,"CMC",200,3
112,130.004187964556,"CMC",200,3
113,130.29304503385,"CMC",200,3
114,130.572116820753,"CMC",200,3
115,130.841485355601,"CMC",200,3
116,131.101232595113,"CMC",200,3
117,131.351440357308,"CMC",200,3
118,131.592190262944,"CMC",200,3
119,131.823563683052,"CMC",200,3
120,132.045641692148,"CMC",200,3
121,132.258505026693,"CMC",200,3
122,132.462234048396,"CMC",200,3
123,132.656908711998,"CMC",200,3
124,132.84260853716,"CMC",200,3
125,133.019412584157,"CMC",200,3
126,133.187399433021,"CMC",200,3
127,133.346647165856,"CMC",200,3
128,133.497233352023,"CMC",200,3
129,133.639235036005,"CMC",200,3
130,133.772728727589,"CMC",200,3
131,133.897790394266,"CMC",200,3
132,134.014495455553,"CMC",200,3
133,134.122918779101,"CMC",200,3
134,134.223134678356,"CMC",200,3
135,134.315216911665,"CMC",200,3
136,134.399238682661,"CMC",200,3
137,134.475272641734,"CMC",200,3
138,134.543390888579,"CMC",200,3
139,134.603664975595,"CMC",200,3
140,134.656165912072,"CMC",200,3
141,134.700964169119,"CMC",200,3
142,134.738129685155,"CMC",200,3
143,134.767731871968,"CMC",200,3
144,134.789839621233,"CMC",200,3
145,134.804521311448,"CMC",200,3
146,134.811844815194,"CMC",200,3
147,134.811877506718,"CMC",200,3
148,134.804686269771,"CMC",200,3
149,134.790337505659,"CMC",200,3
150,134.768897141466,"CMC",200,3
151,134.740430638449,"CMC",200,3
152,134.705003000536,"CMC",200,3
153,134.662678782934,"CMC",200,3
154,134.613522100807,"CMC",200,3
155,134.557596638004,"CMC",200,3
156,134.49496565584,"CMC",200,3
157,134.425692001878,"CMC",200,3
158,134.349838118747,"CMC",200,3
159,134.267466052922,"CMC",200,3
160,134.178637463502,"CMC",200,3
161,134.083413630963,"CMC",200,3
162,133.981855465861,"CMC",200,3
163,133.874023517479,"CMC",200,3
164,133.759977982435,"CMC",200,3
165,133.639778713191,"CMC",200,3
166,133.513485226512,"CMC",200,3
167,133.381156711801,"CMC",200,3
168,133.242852039371,"CMC",200,3
169,133.098629768569,"CMC",200,3
170,132.948548155819,"CMC",200,3
171,132.792665162514,"CMC",200,3
172,132.631038462751,"CMC",200,3
173,132.463725450954,"CMC",200,3
174,132.2907832493,"CMC",200,3
175,132.112268714984,"CMC",200,3
176,131.928238447288,"CMC",200,3
177,131.738748794458,"CMC",200,3
178,131.543855860358,"CMC",200,3
179,131.343615510897,"CMC",200,3
180,131.13808338021,"CMC",200,3
181,130.927314876591,"CMC",200,3
182,130.711365188135,"CMC",200,3
183,130.490289288102,"CMC",200,3
184,130.264141939974,"CMC",200,3
185,130.032977702178,"CMC",200,3
186,129.79685093248,"CMC",200,3
187,129.555815792011,"CMC",200,3
188,129.309926248923,"CMC",200,3
189,129.059236081642,"CMC",200,3
190,128.803798881712,"CMC",200,3
191,128.543668056203,"CMC",200,3
192,128.278896829666,"CMC",200,3
193,128.009538245616,"CMC",200,3
194,127.735645167525,"CMC",200,3
195,127.457270279301,"CMC",200,3
196,127.174466085233,"CMC",200,3
197,126.887284909395,"CMC",200,3
198,126.595778894472,"CMC",200,3
199,126.3,"CMC",200,3
200,126,"CMC",200,3
20,6.48814406887708,"Normal Approximation (MLE)",200,20
21,8.12872932600619,"Normal Approximation (MLE)",200,20
22,9.28107539744736,"Normal Approximation (MLE)",200,20
23,10.3752205445786,"Normal Approximation (MLE)",200,20
24,11.416704996983,"Normal Approximation (MLE)",200,20
25,12.4178762019247,"Normal Approximation (MLE)",200,20
26,13.3860015522952,"Normal Approximation (MLE)",200,20
27,14.3261823604036,"Normal Approximation (MLE)",200,20
28,15.2423308589081,"Normal Approximation (MLE)",200,20
29,16.1374396578471,"Normal Approximation (MLE)",200,20
30,17.0137988212348,"Normal Approximation (MLE)",200,20
31,17.8731581692124,"Normal Approximation (MLE)",200,20
32,18.7168575643381,"Normal Approximation (MLE)",200,20
33,19.5459497939213,"Normal Approximation (MLE)",200,20
34,20.3613104898146,"Normal Approximation (MLE)",200,20
35,21.1637208151312,"Normal Approximation (MLE)",200,20
36,21.9539171598918,"Normal Approximation (MLE)",200,20
37,22.7326119982168,"Normal Approximation (MLE)",200,20
38,23.5004945790367,"Normal Approximation (MLE)",200,20
39,24.2582201140829,"Normal Approximation (MLE)",200,20
40,25.0063943798477,"Normal Approximation (MLE)",200,20
41,25.7455587999192,"Normal Approximation (MLE)",200,20
42,26.4761794387916,"Normal Approximation (MLE)",200,20
43,27.1986417821487,"Normal Approximation (MLE)",200,20
44,27.9132516950631,"Normal Approximation (MLE)",200,20
45,28.620241723856,"Normal Approximation (MLE)",200,20
46,29.3197811387616,"Normal Approximation (MLE)",200,20
47,30.011987868817,"Normal Approximation (MLE)",200,20
48,30.6969406673045,"Normal Approximation (MLE)",200,20
49,31.3746902852935,"Normal Approximation (MLE)",200,20
50,32.0452689371269,"Normal Approximation (MLE)",200,20
51,32.7086977821193,"Normal Approximation (MLE)",200,20
52,33.3649924582076,"Normal Approximation (MLE)",200,20
53,34.0141668808894,"Normal Approximation (MLE)",200,20
54,34.6562355932701,"Normal Approximation (MLE)",200,20
55,35.291214959955,"Normal Approximation (MLE)",200,20
56,35.9191234732678,"Normal Approximation (MLE)",200,20
57,36.5399814077022,"Normal Approximation (MLE)",200,20
58,37.1538100285332,"Normal Approximation (MLE)",200,20
59,37.7606305354163,"Normal Approximation (MLE)",200,20
60,38.3604628993291,"Normal Approximation (MLE)",200,20
61,38.9533247282527,"Normal Approximation (MLE)",200,20
62,39.5392302711868,"Normal Approximation (MLE)",200,20
63,40.1181896410598,"Normal Approximation (MLE)",200,20
64,40.6902083059892,"Normal Approximation (MLE)",200,20
65,41.2552868674212,"Normal Approximation (MLE)",200,20
66,41.8134211153838,"Normal Approximation (MLE)",200,20
67,42.3646023275726,"Normal Approximation (MLE)",200,20
68,42.9088177618938,"Normal Approximation (MLE)",200,20
69,43.4460512818245,"Normal Approximation (MLE)",200,20
70,43.9762840505839,"Normal Approximation (MLE)",200,20
71,44.4994952327166,"Normal Approximation (MLE)",200,20
72,45.0156626490413,"Normal Approximation (MLE)",200,20
73,45.5247633416176,"Normal Approximation (MLE)",200,20
74,46.0267740178638,"Normal Approximation (MLE)",200,20
75,46.5216713560019,"Normal Approximation (MLE)",200,20
76,47.0094321662549,"Normal Approximation (MLE)",200,20
77,47.490033413118,"Normal Approximation (MLE)",200,20
78,47.9634521127521,"Normal Approximation (MLE)",200,20
79,48.4296651259231,"Normal Approximation (MLE)",200,20
80,48.8886488709789,"Normal Approximation (MLE)",200,20
81,49.3403789830896,"Normal Approximation (MLE)",200,20
82,49.7848299457737,"Normal Approximation (MLE)",200,20
83,50.2219747189738,"Normal Approximation (MLE)",200,20
84,50.6517843849341,"Normal Approximation (MLE)",200,20
85,51.0742278293801,"Normal Approximation (MLE)",200,20
86,51.4892714713278,"Normal Approximation (MLE)",200,20
87,51.8968790505447,"Normal Approximation (MLE)",200,20
88,52.2970114776222,"Normal Approximation (MLE)",200,20
89,52.6896267478879,"Normal Approximation (MLE)",200,20
90,53.0746799171832,"Normal Approximation (MLE)",200,20
91,53.4521231349056,"Normal Approximation (MLE)",200,20
92,53.8219057277881,"Normal Approximation (MLE)",200,20
93,54.1839743265061,"Normal Approximation (MLE)",200,20
94,54.538273026364,"Normal Approximation (MLE)",200,20
95,54.8847435731871,"Normal Approximation (MLE)",200,20
96,55.2233255655746,"Normal Approximation (MLE)",200,20
97,55.5539566652324,"Normal Approximation (MLE)",200,20
98,55.8765728079118,"Normal Approximation (MLE)",200,20
99,56.1911084082735,"Normal Approximation (MLE)",200,20
100,56.4974965531376,"Normal Approximation (MLE)",200,20
101,56.7956691785173,"Normal Approximation (MLE)",200,20
102,57.085557226774,"Normal Approximation (MLE)",200,20
103,57.3670907812606,"Normal Approximation (MLE)",200,20
104,57.6401991763957,"Normal Approximation (MLE)",200,20
105,57.9048110819317,"Normal Approximation (MLE)",200,20
106,58.1608545606176,"Normal Approximation (MLE)",200,20
107,58.4082570988208,"Normal Approximation (MLE)",200,20
108,58.6469456100665,"Normal Approximation (MLE)",200,20
109,58.8768464115518,"Normal Approximation (MLE)",200,20
110,59.0978851738511,"Normal Approximation (MLE)",200,20
111,59.3099868442069,"Normal Approximation (MLE)",200,20
112,59.5130755437018,"Normal Approximation (MLE)",200,20
113,59.7070744388363,"Normal Approximation (MLE)",200,20
114,59.891905588037,"Normal Approximation (MLE)",200,20
115,60.0674897636822,"Normal Approximation (MLE)",200,20
116,60.2337462503935,"Normal Approximation (MLE)",200,20
117,60.3905926204516,"Normal Approximation (MLE)",200,20
118,60.5379444873319,"Normal Approximation (MLE)",200,20
119,60.67571523848,"Normal Approximation (MLE)",200,20
120,60.803815748644,"Normal Approximation (MLE)",200,20
121,60.9221540751284,"Normal Approximation (MLE)",200,20
122,61.0306351364581,"Normal Approximation (MLE)",200,20
123,61.1291603759646,"Normal Approximation (MLE)",200,20
124,61.2176274117713,"Normal Approximation (MLE)",200,20
125,61.2959296745823,"Normal Approximation (MLE)",200,20
126,61.3639560344952,"Normal Approximation (MLE)",200,20
127,61.4215904177805,"Normal Approximation (MLE)",200,20
128,61.4687114142936,"Normal Approximation (MLE)",200,20
129,61.5051918757461,"Normal Approximation (MLE)",200,20
130,61.5308985045336,"Normal Approximation (MLE)",200,20
131,61.5456914323925,"Normal Approximation (MLE)",200,20
132,61.5494237874276,"Normal Approximation (MLE)",200,20
133,61.5419412475352,"Normal Approximation (MLE)",200,20
134,61.5230815775214,"Normal Approximation (MLE)",200,20
135,61.4926741466297,"Normal Approximation (MLE)",200,20
136,61.450539422497,"Normal Approximation (MLE)",200,20
137,61.3964884369739,"Normal Approximation (MLE)",200,20
138,61.3303222187122,"Normal Approximation (MLE)",200,20
139,61.2518311868235,"Normal Approximation (MLE)",200,20
140,61.1607944995417,"Normal Approximation (MLE)",200,20
141,61.0569793513819,"Normal Approximation (MLE)",200,20
142,60.9401402119524,"Normal Approximation (MLE)",200,20
143,60.8100179993229,"Normal Approximation (MLE)",200,20
144,60.6663391806126,"Normal Approximation (MLE)",200,20
145,60.5088147922537,"Normal Approximation (MLE)",200,20
146,60.3371393721927,"Normal Approximation (MLE)",200,20
147,60.1509897961669,"Normal Approximation (MLE)",200,20
148,59.9500240099118,"Normal Approximation (MLE)",200,20
149,59.733879648926,"Normal Approximation (MLE)",200,20
150,59.5021725371037,"Normal Approximation (MLE)",200,20
151,59.2544950551111,"Normal Approximation (MLE)",200,20
152,58.9904143688196,"Normal Approximation (MLE)",200,20
153,58.7094705074909,"Normal Approximation (MLE)",200,20
154,58.4111742805356,"Normal Approximation (MLE)",200,20
155,58.0950050207125,"Normal Approximation (MLE)",200,20
156,57.7604081404823,"Normal Approximation (MLE)",200,20
