"m","true_N","true_M","mse_N_HG","mse_M_HG","mse_N_NHG","mse_M_NHG","mse_N_ratio","mse_M_ratio"
20,1000,200,37639.6417651443,1184.68084730136,75584.9899999999,1587.65735843517,2.00812192824838,1.34015617965949
20,1000,210,39362.1450005048,1305.41420126971,78122.3077749999,1797.55703017511,1.98470656957333,1.37700128313812
20,1000,220,37684.4546585183,1387.24131446179,80779.2876999999,2022.49687231373,2.14357056329964,1.45792721946029
20,1000,230,37259.7361274182,1523.48327540505,86248.83205,2313.19102571962,2.31479986210993,1.51835669157878
20,1000,240,37219.1750897588,1625.22694446273,88550.3872000001,2578.15996976563,2.37916039209492,1.58633843633322
20,1000,250,34526.0617302041,1748.01701078042,95204.4375,2961.56304966013,2.75746588892626,1.69424154993658
20,1000,260,34279.2063908821,1823.6010312562,99510.7272000001,3336.35830309237,2.90294722886201,1.8295439879161
20,1000,270,33210.6984364262,1947.38328770624,103564.214875,3708.06279002858,3.11839918312012,1.90412581510658
20,1000,280,30892.4405957558,2016.4364701047,111235.6228,4236.23313519736,3.60073923117885,2.10085127798616
20,1000,290,32795.2133952989,2183.1884661554,115448.35245,4694.70978014571,3.52028056833895,2.1503914357028
20,1000,300,31655.3836275697,2260.77834283232,122047.585,5246.11559973726,3.85550800571264,2.32049091250798
